#Seq	Cat	Imp	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
108	A000045	001	1	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.02
109	A000046	001	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
110	A000047	001	1	1.60	3	1.60	1.60	1.8	3	4	0.70	-0.70	0.55	0.55	0.53	-0.53	0.55	0.47	0.47	-0.53	0.53	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.55
111	A000048	001	1	1.60	2	2.30	2.30	2.4	4	4	0.90	-0.90	0.81	0.81	0.80	-0.80	0.65	0.65	0.65	-0.23	0.57	-0.23	-0.1	0.57	0.70	2	0.10	0.60	0.43	0.43	0.35	0.35	0.74
112	A000049	001	1	0.80	3	0.90	0.90	1.1	4	5	0.40	-0.40	0.29	0.29	0.27	-0.27	0.26	0.23	0.23	-0.18	0.23	-0.14	-0.1	0.18	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.50
113	A000050	001	1	0.00	0	0.20	0.20	0.3	1	2	0.20	0.00	0.00	0.00	0.00	0.00	0.20	0.14	0.14	0.20	0.20	0.10	0.1	0.10	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.74
114	A000051	001	1	0.60	2	0.70	0.70	0.8	3	3	0.50	-0.50	0.36	0.36	0.30	-0.30	0.30	0.30	0.30	-0.17	0.23	-0.17	-0.1	0.23	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.58
115	A000052	001	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
116	A000053	001	1	1.80	4	3.30	3.30	3.7	10	11	0.90	-0.90	0.52	0.52	0.45	-0.45	0.40	0.38	0.38	-0.03	0.33	-0.03	0	0.30	1.50	6	0.00	0.50	0.29	0.29	0.25	0.25	0.40
117	A000054	001	1	1.80	3	1.80	1.80	1.9	3	3	0.80	-0.80	0.62	0.62	0.60	-0.60	0.62	0.62	0.62	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.72
118	A000055	001	1	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.86
119	A000056	001	1	0.50	1	0.60	0.60	0.6	2	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.36	0.36	0.36	-0.20	0.30	-0.20	-0.2	0.30	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.75
120	A000057	001	1	1.10	2	1.10	1.10	1.2	2	2	0.70	-0.70	0.57	0.57	0.55	-0.55	0.57	0.57	0.57	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.84
121	A000058	001	1	3.30	5	4.10	4.10	4.5	8	9	0.90	-0.90	0.70	0.70	0.66	-0.66	0.59	0.55	0.55	-0.31	0.51	-0.28	-0.2	0.46	0.80	3	0.00	0.50	0.32	0.32	0.27	0.27	0.67
122	A000059	001	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.08
123	A000060	001	1	1.30	2	1.30	1.30	1.4	2	3	0.80	-0.80	0.67	0.67	0.65	-0.65	0.67	0.54	0.54	-0.65	0.65	-0.43	-0.4	0.43	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.99
124	A000061	001	1	1.00	2	1.20	1.20	1.3	3	3	0.80	-0.80	0.58	0.58	0.50	-0.50	0.49	0.49	0.49	-0.27	0.40	-0.27	-0.2	0.40	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.76
125	A000062	001	1	3.40	9	6.10	6.10	7.1	16	18	0.90	-0.70	0.43	0.43	0.38	-0.38	0.46	0.43	0.43	-0.04	0.38	-0.04	0	0.34	2.70	7	0.00	0.90	0.49	0.49	0.39	0.39	0.51
126	A000063	001	1	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.87
127	A000064	001	1	1.00	2	1.90	1.90	2.1	4	5	0.80	-0.70	0.54	0.54	0.50	-0.50	0.55	0.50	0.50	-0.02	0.47	-0.02	0	0.38	0.90	2	0.00	0.80	0.57	0.57	0.45	0.45	0.72
128	A000065	001	1	3.40	5	3.40	3.40	3.7	5	7	0.90	-0.90	0.74	0.74	0.68	-0.68	0.74	0.63	0.63	-0.68	0.68	-0.49	-0.5	0.49	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.83
129	A000066	001	1	1.20	2	1.60	1.60	1.8	4	5	0.60	-0.60	0.60	0.60	0.60	-0.60	0.45	0.40	0.40	-0.20	0.40	-0.16	-0.1	0.32	0.40	2	0.00	0.30	0.22	0.22	0.20	0.20	0.64
130	A000067	001	1	1.70	4	2.70	2.70	2.8	6	6	0.80	-0.70	0.48	0.48	0.43	-0.43	0.51	0.51	0.51	-0.12	0.45	-0.12	-0.1	0.45	1.00	2	0.10	0.80	0.58	0.58	0.50	0.50	0.61
131	A000068	001	1	4.80	9	5.30	5.30	5.7	11	12	0.70	-0.70	0.55	0.55	0.53	-0.53	0.51	0.49	0.49	-0.39	0.48	-0.36	-0.3	0.44	0.50	2	0.00	0.30	0.25	0.25	0.25	0.25	0.56
132	A000069	001	1	0.40	2	1.20	1.20	1.3	3	4	0.80	-0.30	0.22	0.22	0.20	-0.20	0.50	0.43	0.43	0.13	0.40	0.10	0	0.30	0.80	1	0.00	0.80	0.80	0.80	0.80	0.80	0.66
133	A000071	001	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.07
134	A000074	001	1	1.20	2	1.20	1.20	1.3	2	3	0.80	-0.80	0.63	0.63	0.60	-0.60	0.63	0.52	0.52	-0.60	0.60	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.97
135	A000075	001	1	3.60	6	5.00	5.00	5.7	11	13	0.80	-0.80	0.63	0.63	0.60	-0.60	0.52	0.47	0.47	-0.20	0.45	-0.17	-0.1	0.38	1.40	5	0.00	0.60	0.33	0.33	0.28	0.28	0.59
136	A000076	001	1	0.70	1	0.80	0.80	0.9	2	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.50	0.50	0.50	-0.30	0.40	-0.30	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.74
137	A000077	001	1	4.10	6	4.30	4.30	4.7	7	8	0.90	-0.90	0.71	0.71	0.68	-0.68	0.66	0.62	0.62	-0.56	0.61	-0.49	-0.5	0.54	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.74
138	A000078	001	1	1.30	2	1.30	1.30	1.3	2	2	0.90	-0.90	0.70	0.70	0.65	-0.65	0.70	0.70	0.70	-0.65	0.65	-0.65	-0.6	0.65	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.92
139	A000079	001	1	1.60	2	2.00	2.00	2.1	3	4	0.80	-0.80	0.80	0.80	0.80	-0.80	0.69	0.60	0.60	-0.40	0.67	-0.30	-0.3	0.50	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.89
140	A000080	001	1	0.60	1	1.10	1.10	1.2	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.55	0.55	0.55	-0.05	0.55	-0.05	0	0.55	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.87
141	A000081	001	1	3.80	6	3.80	3.80	4.1	6	6	0.80	-0.80	0.66	0.66	0.63	-0.63	0.66	0.66	0.66	-0.63	0.63	-0.63	-0.6	0.63	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.76
142	A000082	001	1	0.80	2	1.00	1.00	1.3	3	7	0.60	-0.60	0.45	0.45	0.40	-0.40	0.38	0.25	0.25	-0.20	0.33	-0.09	0	0.14	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.63
143	A000083	001	1	1.20	3	1.20	1.20	1.4	3	4	0.70	-0.70	0.45	0.45	0.40	-0.40	0.45	0.39	0.39	-0.40	0.40	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.65
144	A000085	001	1	1.60	4	2.50	2.50	3	6	10	0.70	-0.70	0.50	0.50	0.40	-0.40	0.49	0.38	0.38	-0.12	0.42	-0.07	0	0.25	0.90	2	0.00	0.60	0.47	0.47	0.45	0.45	0.59
145	A000086	001	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
146	A000087	001	1	6.40	12	6.50	6.50	7	13	13	0.90	-0.90	0.60	0.60	0.53	-0.53	0.57	0.57	0.57	-0.48	0.50	-0.48	-0.5	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.57
147	A000088	001	1	1.70	4	1.70	1.70	1.9	4	4	0.80	-0.80	0.48	0.48	0.43	-0.43	0.48	0.48	0.48	-0.43	0.43	-0.43	-0.4	0.43	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.61
148	A000089	001	1	0.90	2	0.90	0.90	1	2	2	0.50	-0.50	0.45	0.45	0.45	-0.45	0.45	0.45	0.45	-0.45	0.45	-0.45	-0.5	0.45	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.72
149	A000090	001	1	3.80	9	4.20	4.20	4.6	10	11	0.90	-0.90	0.49	0.49	0.42	-0.42	0.48	0.46	0.46	-0.34	0.42	-0.31	-0.3	0.38	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.55
150	A000091	001	1	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.75
151	A000092	001	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.92
152	A000093	001	1	1.10	2	1.10	1.10	1.2	2	2	0.60	-0.60	0.55	0.55	0.55	-0.55	0.55	0.55	0.55	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.87
153	A000094	001	1	0.80	1	1.20	1.20	1.2	2	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.63	0.52	0.52	-0.20	0.60	-0.13	-0.1	0.40	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.91
154	A000095	001	1	0.80	1	1.20	1.20	1.2	2	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.63	0.52	0.52	-0.20	0.60	-0.13	-0.1	0.40	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.93
155	A000096	001	1	2.10	4	2.10	2.10	2.3	4	4	0.90	-0.90	0.62	0.62	0.53	-0.53	0.62	0.62	0.62	-0.53	0.53	-0.53	-0.5	0.53	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.78
156	A000097	001	1	1.60	2	1.60	1.60	1.7	2	3	0.90	-0.90	0.81	0.81	0.80	-0.80	0.81	0.66	0.66	-0.80	0.80	-0.53	-0.5	0.53	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.02
157	A000098	001	1	2.60	5	2.60	2.60	2.7	5	5	0.80	-0.80	0.57	0.57	0.52	-0.52	0.57	0.57	0.57	-0.52	0.52	-0.52	-0.5	0.52	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.73
158	A000099	001	1	1.20	2	1.20	1.20	1.3	2	3	0.90	-0.90	0.67	0.67	0.60	-0.60	0.67	0.55	0.55	-0.60	0.60	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
159	A000100	001	1	3.60	4	3.60	3.60	3.8	4	4	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.02
160	A000101	001	1	6.00	9	6.60	6.60	7.1	10	10	0.90	-0.90	0.72	0.72	0.67	-0.67	0.71	0.71	0.71	-0.54	0.66	-0.54	-0.5	0.66	0.60	1	0.10	0.60	0.60	0.60	0.60	0.60	0.78
161	A000102	001	1	4.40	8	4.60	4.60	5	9	10	0.90	-0.90	0.61	0.61	0.55	-0.55	0.58	0.55	0.55	-0.47	0.51	-0.42	-0.4	0.46	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.65
162	A000103	001	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.07
163	A000104	001	1	2.70	4	2.70	2.70	2.9	4	4	0.80	-0.80	0.69	0.69	0.68	-0.68	0.69	0.69	0.69	-0.68	0.68	-0.68	-0.7	0.68	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.86
164	A000105	001	1	2.10	3	2.20	2.20	2.3	4	4	0.90	-0.90	0.75	0.75	0.70	-0.70	0.66	0.66	0.66	-0.50	0.55	-0.50	-0.5	0.55	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.80
165	A000106	001	1	3.10	5	3.10	3.10	3.4	5	6	0.90	-0.90	0.66	0.66	0.62	-0.62	0.66	0.60	0.60	-0.62	0.62	-0.52	-0.5	0.52	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.77
166	A000107	001	1	4.50	7	4.50	4.50	4.9	7	8	0.90	-0.90	0.69	0.69	0.64	-0.64	0.69	0.65	0.65	-0.64	0.64	-0.56	-0.6	0.56	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.77
167	A000108	001	1	3.50	6	3.50	3.50	3.8	6	6	0.90	-0.90	0.62	0.62	0.58	-0.58	0.62	0.62	0.62	-0.58	0.58	-0.58	-0.6	0.58	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.71
168	A000109	001	1	3.10	5	3.10	3.10	3.2	5	5	0.90	-0.90	0.66	0.66	0.62	-0.62	0.66	0.66	0.66	-0.62	0.62	-0.62	-0.6	0.62	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.76
169	A000110	001	1	0.00	0	0.80	0.80	0.9	2	3	0.50	0.00	0.00	0.00	0.00	0.00	0.41	0.34	0.34	0.40	0.40	0.27	0.3	0.27	0.80	2	0.00	0.50	0.41	0.41	0.40	0.40	0.74
170	A000111	001	1	0.80	1	0.80	0.80	0.8	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.17
171	A000112	001	1	0.80	2	1.40	1.40	1.5	3	4	0.60	-0.50	0.41	0.41	0.40	-0.40	0.48	0.42	0.42	-0.07	0.47	-0.05	0	0.35	0.60	1	0.00	0.60	0.60	0.60	0.60	0.60	0.79
172	A000113	001	1	0.80	1	0.80	0.80	0.8	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.20
173	A000114	001	1	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.25
174	A000115	001	1	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.13
175	A000116	001	1	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.22
176	A000117	001	1	1.40	2	1.40	1.40	1.4	2	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.05
177	A000119	001	1	1.60	2	1.60	1.60	1.7	2	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.65	0.65	-0.80	0.80	-0.53	-0.5	0.53	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.08
178	A000120	001	1	1.00	2	1.30	1.30	1.4	3	4	0.50	-0.50	0.50	0.50	0.50	-0.50	0.44	0.38	0.38	-0.23	0.43	-0.17	-0.1	0.33	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.75
179	A000121	001	1	2.80	5	3.70	3.70	4.1	7	8	0.90	-0.90	0.64	0.64	0.56	-0.56	0.59	0.55	0.55	-0.27	0.53	-0.24	-0.2	0.46	0.90	2	0.00	0.50	0.45	0.45	0.45	0.45	0.68
180	A000122	001	1	1.70	2	2.70	2.70	2.9	4	4	0.90	-0.90	0.85	0.85	0.85	-0.85	0.70	0.70	0.70	-0.18	0.68	-0.18	-0.1	0.68	1.00	2	0.50	0.50	0.50	0.50	0.50	0.50	0.81
181	A000123	001	1	4.00	6	4.40	4.40	4.7	7	7	0.90	-0.90	0.72	0.72	0.67	-0.67	0.68	0.68	0.68	-0.51	0.63	-0.51	-0.5	0.63	0.40	1	0.20	0.40	0.40	0.40	0.40	0.40	0.76
182	A000124	001	1	0.80	2	0.80	0.80	0.8	2	2	0.70	-0.70	0.50	0.50	0.40	-0.40	0.50	0.50	0.50	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.79
183	A000125	001	1	0.90	1	2.00	2.00	2.1	3	3	0.90	-0.90	0.90	0.90	0.90	-0.90	0.74	0.74	0.74	0.07	0.67	0.07	0	0.67	1.10	2	0.20	0.90	0.65	0.65	0.55	0.55	0.90
184	A000126	001	1	1.80	5	2.00	2.00	2.1	6	6	0.60	-0.60	0.40	0.40	0.36	-0.36	0.38	0.38	0.38	-0.27	0.33	-0.27	-0.2	0.33	0.20	1	0.10	0.20	0.20	0.20	0.20	0.20	0.54
185	A000127	001	1	1.00	3	1.40	1.40	1.9	5	8	0.60	-0.60	0.39	0.39	0.33	-0.33	0.33	0.26	0.26	-0.12	0.28	-0.07	0	0.18	0.40	2	0.00	0.20	0.20	0.20	0.20	0.20	0.47
186	A000128	001	1	0.60	2	0.60	0.60	0.7	2	2	0.50	-0.50	0.36	0.36	0.30	-0.30	0.36	0.36	0.36	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.60
187	A000129	001	1	3.20	6	3.80	3.80	4	8	9	0.80	-0.80	0.60	0.60	0.53	-0.53	0.54	0.51	0.51	-0.33	0.48	-0.29	-0.3	0.42	0.60	2	0.00	0.30	0.30	0.30	0.30	0.30	0.61
188	A000130	001	1	2.00	3	2.00	2.00	2.1	3	3	0.80	-0.80	0.69	0.69	0.67	-0.67	0.69	0.69	0.69	-0.67	0.67	-0.67	-0.7	0.67	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.83
189	A000131	001	1	5.80	8	5.80	5.80	6.2	8	9	0.90	-0.90	0.74	0.74	0.73	-0.73	0.74	0.69	0.69	-0.73	0.73	-0.64	-0.6	0.64	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.80
190	A000132	001	1	0.40	1	1.20	1.20	1.2	2	2	0.80	-0.40	0.40	0.40	0.40	-0.40	0.63	0.63	0.63	0.20	0.60	0.20	0.1	0.60	0.80	1	0.40	0.80	0.80	0.80	0.80	0.80	0.90
191	A000133	001	1	1.50	2	1.50	1.50	1.5	2	2	0.90	-0.90	0.76	0.76	0.75	-0.75	0.76	0.76	0.76	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.02
192	A000134	001	1	2.10	5	3.20	3.20	3.5	7	9	0.80	-0.70	0.50	0.50	0.42	-0.42	0.53	0.47	0.47	-0.14	0.46	-0.11	-0.1	0.36	1.10	2	0.00	0.80	0.60	0.60	0.55	0.55	0.65
193	A000135	001	1	1.00	2	1.00	1.00	1.2	2	3	0.70	-0.70	0.54	0.54	0.50	-0.50	0.54	0.44	0.44	-0.50	0.50	-0.33	-0.4	0.33	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.78
194	A000136	001	1	5.20	10	5.60	5.60	6.2	11	12	0.90	-0.90	0.59	0.59	0.52	-0.52	0.58	0.55	0.55	-0.44	0.51	-0.40	-0.4	0.47	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.64
195	A000137	001	1	7.30	13	10.30	10.30	11.2	21	22	0.90	-0.90	0.63	0.63	0.56	-0.56	0.56	0.55	0.55	-0.20	0.49	-0.20	-0.2	0.47	3.00	8	0.00	0.80	0.43	0.43	0.38	0.38	0.59
196	A000138	001	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.82
197	A000139	001	1	1.20	2	1.20	1.20	1.3	2	2	0.90	-0.90	0.67	0.67	0.60	-0.60	0.67	0.67	0.67	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.93
198	A000140	001	1	4.20	6	4.40	4.40	4.8	7	7	0.90	-0.90	0.73	0.73	0.70	-0.70	0.68	0.68	0.68	-0.57	0.63	-0.57	-0.6	0.63	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.77
199	A000143	001	1	3.50	6	3.60	3.60	3.8	7	7	0.90	-0.90	0.63	0.63	0.58	-0.58	0.58	0.58	0.58	-0.49	0.51	-0.49	-0.5	0.51	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.67
200	A000144	001	1	1.10	2	1.20	1.20	1.3	3	3	0.90	-0.90	0.65	0.65	0.55	-0.55	0.54	0.54	0.54	-0.33	0.40	-0.33	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.71
201	A000145	001	1	0.80	2	1.20	1.20	1.3	4	4	0.60	-0.60	0.45	0.45	0.40	-0.40	0.35	0.35	0.35	-0.10	0.30	-0.10	-0.1	0.30	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.55
202	A000146	001	1	1.20	2	1.20	1.20	1.3	2	2	0.70	-0.70	0.61	0.61	0.60	-0.60	0.61	0.61	0.61	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.80
203	A000147	001	1	5.50	11	9.70	9.70	10.9	22	25	0.90	-0.90	0.55	0.55	0.50	-0.50	0.51	0.48	0.48	-0.06	0.44	-0.05	0	0.39	4.20	11	0.00	0.90	0.47	0.47	0.38	0.38	0.54
204	A000148	001	1	1.50	4	1.50	1.50	1.7	4	5	0.60	-0.60	0.42	0.42	0.38	-0.38	0.42	0.38	0.38	-0.38	0.38	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.56
205	A000150	001	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.10
206	A000151	001	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.32
207	A000152	001	1	3.70	7	3.70	3.70	3.9	7	7	0.90	-0.90	0.58	0.58	0.53	-0.53	0.58	0.58	0.58	-0.53	0.53	-0.53	-0.5	0.53	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.73
208	A000153	001	1	1.20	2	1.80	1.80	1.9	3	3	0.80	-0.80	0.63	0.63	0.60	-0.60	0.62	0.62	0.62	-0.20	0.60	-0.20	-0.2	0.60	0.60	1	0.40	0.60	0.60	0.60	0.60	0.60	0.79
209	A000154	001	1	1.80	3	1.80	1.80	1.9	3	4	0.80	-0.80	0.62	0.62	0.60	-0.60	0.62	0.53	0.53	-0.60	0.60	-0.45	-0.4	0.45	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.80
210	A000155	001	1	3.20	5	3.20	3.20	3.3	5	5	0.90	-0.90	0.70	0.70	0.64	-0.64	0.70	0.70	0.70	-0.64	0.64	-0.64	-0.6	0.64	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.81
211	A000156	001	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.27
212	A000157	001	1	1.50	2	1.50	1.50	1.5	2	2	0.90	-0.90	0.76	0.76	0.75	-0.75	0.76	0.76	0.76	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.10
213	A000158	001	1	1.00	3	1.00	1.00	1.2	3	3	0.60	-0.60	0.39	0.39	0.33	-0.33	0.39	0.39	0.39	-0.33	0.33	-0.33	-0.4	0.33	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.72
214	A000159	001	1	0.40	2	0.40	0.40	0.4	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.63
215	A000160	001	1	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
